City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
562,Saldanha,ZA,62.6,clear sky,-33.01,17.94,Blue Bay Lodge
563,Richards Bay,ZA,71.56,clear sky,-28.78,32.04,BON Hotel Waterfront Richards Bay
564,Matay,EG,63.54,clear sky,28.42,30.78,Nag Aespen
566,Kiunga,PG,71.47,overcast clouds,-6.12,141.29,Airport Lodge Kiunga
567,Shingu,JP,61.79,light rain,33.73,135.98,Shingu UI Hotel
569,Santa Isabel,BR,75.2,clear sky,-23.32,-46.22,Chácara Sombra do Altíssimo
572,Kilindoni,TZ,80.38,light rain,-7.91,39.67,Bustani B&B
573,Mundgod,IN,71.13,clear sky,14.97,75.03,HKGN TEA STALL
574,Macomb,US,72.0,clear sky,40.46,-90.67,Hampton Inn Macomb
575,Bambui,BR,82.27,scattered clouds,-20.01,-45.98,Paulinelli Palace Hotel
576,Kantang,TH,79.0,scattered clouds,7.41,99.52,Reng Ta Chai Boutique HomeStay
577,Port Blair,IN,80.96,moderate rain,11.67,92.75,Fortune Resort Bay Island
581,Manakara,MG,71.73,broken clouds,-22.13,48.02,La Residence Manakara
582,Yeppoon,AU,75.2,overcast clouds,-23.13,150.73,Villa Mar Colina
583,Loandjili,CG,80.6,broken clouds,-4.76,11.86,Résidence ARCHANGE
585,Souillac,MU,73.4,scattered clouds,-20.52,57.52,Bils' Villa
587,Punta Alta,AR,71.15,clear sky,-38.88,-62.07,Center Hotel Punta Alta
588,Kupang,ID,78.75,few clouds,-10.17,123.58,Sylvia Hotel Premier Kupang
590,Sao Felix Do Xingu,BR,81.9,few clouds,-6.64,-51.99,Apart Hotel Rio Xingu
591,Kaliua,TZ,73.42,broken clouds,-5.06,31.79,Millennium Complex
594,Bara,NG,76.91,clear sky,10.37,10.73,
595,Porangatu,BR,81.03,overcast clouds,-13.44,-49.15,Wembley Park Hotel
601,Kannur,IN,80.6,mist,11.87,75.36,Asokam Beach Resort and Ayurveda Chikitsa Kendram
605,Kavaratti,IN,82.98,clear sky,10.57,72.64,Hotels in Lakshadweep Islands
606,Russell,US,71.6,overcast clouds,32.35,-85.2,Macs
607,Santa Isabel Do Rio Negro,BR,75.88,moderate rain,-0.41,-65.02,Hotel GSA
608,Pajarito,CO,72.36,moderate rain,5.29,-72.7,Serrucho rojo
609,Bajil,YE,81.84,clear sky,15.06,43.29,فندق الصقر السياحي
611,Bosaso,SO,74.66,scattered clouds,11.28,49.18,Red Sea Hotel
612,Mier,MX,87.8,clear sky,26.43,-99.15,Hotel Don Jacinto
613,Aloleng,PH,79.83,moderate rain,16.13,119.78,Agno Umbrella Rocks
618,Naze,JP,73.4,mist,28.37,129.48,奄美ポートタワーホテル
620,Tautira,PF,84.2,few clouds,-17.73,-149.15,Pension Oaoa
621,Coihaique,CL,68.0,clear sky,-45.58,-72.07,Diego De Almagro Coyhaique
622,Karratha,AU,69.96,light rain,-20.74,116.85,ibis Styles Karratha
624,Parana,AR,90.0,clear sky,-31.73,-60.52,Howard Johnson Plaza Hotel Mayorazgo
625,Leo,BF,77.81,clear sky,11.1,-2.1,Hotel Sissilis
629,Tamiahua,MX,79.54,overcast clouds,21.27,-97.45,Mission Of The Sun Hotel
630,Motema,SL,72.18,few clouds,8.6,-11.03,Diamond Lodge
631,Mahanje,TZ,68.09,clear sky,-9.93,35.33,
632,Balurghat,IN,65.91,clear sky,25.22,88.77,"Circuit House, Balurghat"
634,State College,US,71.6,clear sky,40.79,-77.86,Hampton Inn State College
635,General Roca,AR,86.0,clear sky,-39.03,-67.58,Hotel El Recreo
638,Sumbe,AO,76.89,light rain,-11.21,13.84,Hotel Ritz Sumbe
639,Topolobampo,MX,88.0,scattered clouds,25.6,-109.05,Hotel Marina Topolobampo
640,Dolores Hidalgo,MX,80.01,broken clouds,21.16,-100.93,Hotel Hidalgo
641,Kang,BW,83.7,clear sky,-23.68,22.79,Kang Ultra Stop
642,Opelousas,US,79.0,scattered clouds,30.53,-92.08,Holiday Inn & Suites Opelousas
643,Ponta Delgada,PT,60.8,light intensity shower rain,37.73,-25.67,Vila Nova Hotel
646,Oranjestad,AW,86.0,scattered clouds,12.52,-70.03,Divi Village Golf & Beach Resort
650,Puerto Escondido,MX,87.8,few clouds,15.85,-97.07,Aldea del Bazar Hotel and Spa
652,Moree,AU,62.6,scattered clouds,-29.47,149.85,Molika Springs Motel
653,Ormara,PK,76.03,clear sky,25.21,64.64,
654,Sao Desiderio,BR,75.4,light rain,-12.36,-44.97,Pousada do Luizão
655,Rio Gallegos,AR,66.2,scattered clouds,-51.62,-69.22,Hotel Santa Cruz
658,Lanxi,CN,61.0,clear sky,29.22,119.48,Shangri-La Hotel
660,Letpadan,MM,73.08,clear sky,17.78,95.75,ကိုေဇာ္ ပငယ္ ကုန္မ်ိဳးစၤုနွင့္ၾကက္ဥေရာင္းဝယ္ေရး
661,Virginia Beach,US,73.4,few clouds,36.85,-75.98,Hilton Virginia Beach Oceanfront
664,Mersing,MY,73.4,scattered clouds,2.43,103.84,Timotel Hotel
667,Howell,US,71.6,clear sky,42.61,-83.93,Kensington Inn
668,Muroto,JP,69.84,overcast clouds,33.28,134.15,Oota Ryokan
672,San Fernando,PH,77.0,heavy intensity rain,15.03,120.69,Maharlika Hostel
674,Saint-Paul,RE,71.6,few clouds,-21.01,55.27,Boucan Canot
675,Boueni,YT,77.0,clear sky,-12.9,45.08,Auberge bouloulou( inter djasmire )
676,Manicore,BR,89.02,overcast clouds,-5.81,-61.3,Pousada da wanda
679,Himatangi,NZ,64.99,overcast clouds,-40.4,175.32,
682,Acarau,BR,81.25,broken clouds,-2.89,-40.12,castelo pizzaria
685,Poum,NC,76.82,clear sky,-20.23,164.02,Gîte kajeon
686,Peniche,PT,63.0,few clouds,39.36,-9.38,Hotel Star inn Peniche
687,Winneba,GH,82.4,few clouds,5.35,-0.62,Windy Lodge & Beach Resort
